SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;KeepLinesTogether;KeepWithNext;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore
6;22;193;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;34;342;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;5;54;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
8;33;319;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;8;76;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;23;177;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;11;95;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;23;190;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;11;86;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;26;224;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
11;36;317;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;6;47;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;14;138;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
10;34;346;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;8;68;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;29;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;27;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;10;110;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;26;230;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;19;177;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;6;42;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;20;181;ЛОЖЬ;ЛОЖЬ;:;;h1;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;11;96;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;36;298;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;10;91;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
12;68;530;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
8;50;393;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;27;236;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
6;26;229;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;29;242;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;5;43;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
7;23;185;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
23;69;581;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
8;23;207;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;39;315;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
9;45;320;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;4;30;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;8;61;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;7;65;ЛОЖЬ;ЛОЖЬ;;;h1;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
6;38;354;ЛОЖЬ;ЛОЖЬ;:;;b23;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;3;24;ЛОЖЬ;ЛОЖЬ;;;d0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;20;200;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;34;266;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;31;261;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;32;213;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;22;181;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;37;309;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;1;11;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;21;160;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
12;54;399;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;20;210;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;10;88;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;65;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;71;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;20;146;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;2;22;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;37;286;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;6;56;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;31;273;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;f1;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;5;41;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;4;42;ЛОЖЬ;ЛОЖЬ;;;e1;b23;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;21;179;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
14;94;824;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;8;60;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;8;64;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;69;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;79;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;32;247;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;10;69;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;11;71;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;81;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;14;123;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;15;142;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;25;216;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;3;33;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
5;18;160;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
9;36;281;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;6;41;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
6;33;263;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;10;72;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;35;257;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;23;205;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;22;156;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;4;31;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
2;16;147;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
5;47;378;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
8;29;257;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
7;24;188;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
23;107;906;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
18;111;971;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;8;68;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;19;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
10;65;531;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;25;213;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;31;277;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;22;162;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;32;259;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;4;42;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;15;115;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
7;17;163;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;4;36;ЛОЖЬ;ЛОЖЬ;.;listLevel1;c0;d0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;26;221;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;13;92;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;56;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;68;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;8;60;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;8;50;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;8;62;ЛОЖЬ;ЛОЖЬ;;Таблица;e1;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
5;35;287;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
3;23;191;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
1;7;52;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
4;21;169;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;21;156;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;21;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;21;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;11;86;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;9;69;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;6;50;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;BodyText;ЛОЖЬ
2;17;144;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;f1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;7;49;ЛОЖЬ;ЛОЖЬ;;Таблица;c0;f1;e1;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;27;237;ЛОЖЬ;ЛОЖЬ;.;;e1;c0;b23;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;23;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
4;31;264;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;3;34;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
2;16;124;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;4;22;ЛОЖЬ;ЛОЖЬ;;;d0;b23;c0;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
8;50;449;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b1;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
0;5;58;ЛОЖЬ;ИСТИНА;;TitleLevel1;c0;b1;b23;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level1;ЛОЖЬ
1;3;23;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;b1;b23;c0;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;Level2;ЛОЖЬ
3;27;242;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
3;21;175;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
4;24;235;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
1;14;132;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
15;50;391;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;BodyText;ЛОЖЬ
