SpecialSymbolsCount;WordsCount;SymbolCount;lowercase;uppercase;LastSymbolPd;FirstKeyWord;PrevElementMark;CurElementMark;NextElementMark;FullBold;FullItalic;Alignment;KeepLinesTogether;KeepWithNext;LeftIndentation;LineSpacing;NoSpaceBetweenParagraphsOfSameStyle;OutlineLevel;PageBreakBefore;RightIndentation;SpaceAfter;SpaceBefore;SpecialIndentation
3;15;130;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;21;182;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;17;127;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;11;92;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;19;142;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;13;101;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;11;86;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;16;113;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;12;86;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;23;157;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;14;102;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
6;17;125;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
12;42;362;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;4;38;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;17;72;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
26;116;884;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;4;19;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;28;79;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
24;109;776;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;3;24;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;19;70;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
22;91;678;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;4;26;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;g1;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;25;77;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ИСТИНА;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
21;102;754;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;4;36;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;c0;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
13;85;622;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;25;223;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;7;55;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;6;48;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;7;45;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;4;34;ИСТИНА;ЛОЖЬ;:;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;7;52;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;8;60;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;9;65;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;15;121;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;9;55;ЛОЖЬ;ЛОЖЬ;:;;d0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;7;54;ИСТИНА;ЛОЖЬ;-;;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;8;57;ИСТИНА;ЛОЖЬ;.;;d0;d0;e1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;41;ЛОЖЬ;ЛОЖЬ;;Таблица;d0;e1;f1;ЛОЖЬ;ИСТИНА;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;9;76;ЛОЖЬ;ЛОЖЬ;:;;f1;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;17;135;ЛОЖЬ;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;22;168;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;10;83;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;7;54;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;9;70;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;7;55;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
10;66;531;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
0;4;22;ЛОЖЬ;ЛОЖЬ;;;c0;b23;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
10;82;684;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;b1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
0;4;38;ЛОЖЬ;ИСТИНА;;TitleLevel1;c0;b1;b23;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;4;35;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;b1;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
17;100;772;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
8;30;223;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;38;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
3;12;88;ЛОЖЬ;ЛОЖЬ;:;;h1;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;7;55;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;10;60;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;3;24;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;5;39;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;5;30;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;3;15;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;7;51;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
6;45;360;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;4;34;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;9;78;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;8;73;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;8;61;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;9;72;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;10;70;ЛОЖЬ;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;14;97;ЛОЖЬ;ЛОЖЬ;.;listLevel1;d0;d0;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;3;26;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;d0;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
13;68;511;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;5;22;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
9;40;320;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
7;54;387;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
6;36;271;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;29;255;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;11;89;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;5;32;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
5;24;144;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;14;66;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;11;68;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;17;58;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
1;16;101;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;16;55;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;46;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;42;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;4;26;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;h1;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
24;70;571;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;8;59;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
27;100;746;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;34;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;c0;ЛОЖЬ;ЛОЖЬ;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
4;18;149;ЛОЖЬ;ЛОЖЬ;.;;h1;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;8;57;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ИСТИНА;Center;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;0
1;4;37;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;h1;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
12;51;412;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
13;52;454;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
6;21;169;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;11;81;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;24;184;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;g1;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
1;6;29;ЛОЖЬ;ЛОЖЬ;;Рисунок;g1;h1;b23;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
2;6;44;ЛОЖЬ;ЛОЖЬ;;TitleLevel23;h1;b23;c0;ИСТИНА;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ЛОЖЬ;BodyText;ЛОЖЬ;0;0;0;-35.45
12;39;330;ЛОЖЬ;ЛОЖЬ;.;;b23;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;21;158;ЛОЖЬ;ЛОЖЬ;.;;c0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
5;16;121;ЛОЖЬ;ЛОЖЬ;:;;c0;c0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
4;13;88;ИСТИНА;ЛОЖЬ;-;listLevel1;c0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;10;71;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
2;6;39;ИСТИНА;ЛОЖЬ;-;listLevel1;d0;d0;d0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
3;7;48;ИСТИНА;ЛОЖЬ;.;listLevel1;d0;d0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
18;77;597;ЛОЖЬ;ЛОЖЬ;.;;d0;c0;c0;ЛОЖЬ;ЛОЖЬ;Justify;ЛОЖЬ;ЛОЖЬ;0;1.5;ИСТИНА;BodyText;ЛОЖЬ;0;0;0;-35.45
